"Typ";"Nazwa";"Adres";"Kod pocztowy";"Miasto";"Długość geograficzna";"Szerokość geograficzna";"Godziny odbioru";"Uwagi"
"PACZKOMAT";"Paczkomat GDY12A";"Wzgórze Bernardowo 304";"81-583";"Gdynia";"18.51523";"54.47042";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Biedronka"
"PACZKOMAT";"Paczkomat GKK348";"Szkolna 70";"43-230";"Goczałkowice-Zdrój";"18.95964";"49.94468";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy parkingu miejskim"
"POCZTA_POLSKA";"UP Szczecin 37";"Milczańska 51A";"70-137";"Szczecin";"14.528496742248535";"53.40756607055664";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Szczecin 35";"Jodłowa 23C";"71-119";"Szczecin";"14.508440971374512";"53.430599212646484";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Szczecin 27";"Obotrycka 6";"71-688";"Szczecin";"14.569429397583008";"53.45670700073242";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Szczecin 26";"Hrubieszowska 56";"71-047";"Szczecin";"14.48528003692627";"53.42587661743164";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Jawor 1";"Kolejowa 13";"59-400";"Jawor";"16.19622802734375";"51.053836822509766";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Jastrowie";"Poznańska 11";"64-915";"Jastrowie";"16.81251335144043";"53.419429779052734";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Jarosław 1";"im. Jana Pawła II 10";"37-500";"Jarosław";"22.67591667175293";"50.016082763671875";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Gdańsk 9";"Gościnna 6";"80-009";"Gdańsk";"18.63165283203125";"54.32224655151367";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat WAW116A";"al. Rodowicza Anody 6";"02-786";"Warszawa";"21.03687";"52.16267";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Stacja paliw Circle K"
"POCZTA_POLSKA";"UP Gdańsk 7";"Krzemowa 2";"80-097";"Gdańsk";"18.618854522705078";"54.32489776611328";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""09:00"",""to"":""19:30""}]";
"POCZTA_POLSKA_ZABKA";"Sklep Żabka";"Główna 38";"42-622";"Świerklaniec";"18.936975479125977";"50.44043731689453";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]";
"POCZTA_POLSKA_ZABKA";"Sklep Żabka";"Wólczyńska 65/3A";"01-931";"Warszawa";"20.921283721923828";"52.2816162109375";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]";
"POCZTA_POLSKA";"FUP Warszawa 76";"Prymasa Augusta Hlonda 2/U-4";"02-972";"Warszawa";"21.0706787109375";"52.16069412231445";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA_ZABKA";"Sklep Żabka";"Główna 38";"42-622";"Świerklaniec";"18.936975479125977";"50.44043731689453";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]";
"POCZTA_POLSKA";"UP Żuromin";"Warszawska 7/13";"09-300";"Żuromin";"19.911008834838867";"53.06533432006836";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Żyrardów 1";"Jaktorowska 23";"96-300";"Żyrardów";"20.462562561035156";"52.054893493652344";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Żywiec 1";"Tadeusza Kościuszki 31";"34-300";"Żywiec";"19.19859504699707";"49.688419342041016";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Kwidzyn 1";"Braterstwa Narodów 50";"82-500";"Kwidzyn";"18.927839279174805";"53.73643112182617";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Kudowa-Zdrój 1";"1 Maja 12";"57-350";"Kudowa-Zdrój";"16.24859619140625";"50.44243621826172";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Bralin";"Wrocławska 44";"63-640";"Bralin";"17.903596878051758";"51.28550720214844";"[{""day"":""MONDAY"",""from"":""10:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""16:00""}]";
"POCZTA_POLSKA";"UP Warszawa 130";"Stefana Szolc Rogozińskiego 4";"02-770";"Warszawa";"21.053442001342773";"52.150325775146484";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""21:00""}]";
"POCZTA_POLSKA";"UP Borne Sulinowo";"Aleja Niepodległości 16";"78-449";"Borne Sulinowo";"16.5421085357666";"53.583675384521484";"[{""day"":""SATURDAY"",""from"":""08:30"",""to"":""14:30""},{""day"":""WORKING"",""from"":""09:00"",""to"":""17:00""}]";
"PACZKOMAT";"Paczkomat RZE04A";"al.Rejtana 51B";"35-310";"Rzeszów";"22.0177";"50.0225";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Tania Odzież"
"POCZTA_POLSKA";"UP Bolesławiec Śląski 1";"Kaszubska 5";"59-700";"Bolesławiec";"15.569693565368652";"51.265193939208984";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:30""},{""day"":""WORKING"",""from"":""07:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Wodzisław Śląski";"Księdza Pułkownika Wilhelma Kubsza 4";"44-300";"Wodzisław Śląski";"18.465839385986328";"50.00244140625";"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""07:30"",""to"":""19:30""}]";
"RUCH";"PACZKA w RUCHu: GD-484917-18-14";"Legionów Polskich 14";"84-300";"Lębork";"17.739958";"54.535165";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""16:00""},{""day"":""SUNDAY"",""from"":""09:00"",""to"":""14:00""}]";
"POCZTA_POLSKA_ZABKA";"Sklep Żabka";"Słoneczników 41";"42-606";"Tarnowskie Góry";"18.86729621887207";"50.43390655517578";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]";
"PACZKOMAT";"Paczkomat SIE01N";"Sokołowska 113";"08-119";"Siedlce";"22.26787";"52.18122";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Kaufland"
"POCZTA_POLSKA";"UP Wola k. Pszczyny";"Krótka 3";"43-225";"Wola";"19.116004943847656";"50.015380859375";"[{""day"":""MONDAY"",""from"":""08:30"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:30"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""08:30"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""08:30"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""08:30"",""to"":""17:00""}]";
"POCZTA_POLSKA";"UP Zagórów";"Duży Rynek 13";"62-410";"Zagórów";"17.90312385559082";"52.16913986206055";"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Zagórz";"Pocztowa 2";"38-540";"Zagórz";"22.266582489013672";"49.51334762573242";"[{""day"":""SATURDAY"",""from"":""07:30"",""to"":""15:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""17:00""}]";
"PACZKOMAT";"Paczkomat OPT065";"Partyzantów 13B";"27-500";"Opatów";"21.42523";"50.79745";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy ośrodku kultury"
"POCZTA_POLSKA";"UP Zamość 6";"Prymasa Stefana Wyszyńskiego 50B";"22-404";"Zamość";"23.277193069458008";"50.7150764465332";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"FUP Świecie nad Wisłą 1";"Wyzwolenia 18a";"86-141";"Lniano";"18.21234893798828";"53.52742004394531";"[{""day"":""MONDAY"",""from"":""08:15"",""to"":""11:30""},{""day"":""MONDAY"",""from"":""12:00"",""to"":""15:15""},{""day"":""TUESDAY"",""from"":""08:15"",""to"":""11:30""},{""day"":""TUESDAY"",""from"":""12:00"",""to"":""15:15""},{""day"":""WEDNESDAY"",""from"":""12:00"",""to"":""15:15""},{""day"":""THURSDAY"",""from"":""08:15"",""to"":""11:30""},{""day"":""THURSDAY"",""from"":""12:00"",""to"":""15:15""},{""day"":""FRIDAY"",""from"":""12:30"",""to"":""16:15""},{""day"":""FRIDAY"",""from"":""16:45"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Opatów Kielecki";"Plac Obrońców Pokoju 23";"27-500";"Opatów";"21.422990798950195";"50.80196762084961";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Koszalin 9";"Władysława IV 22A";"75-350";"Koszalin";"16.18756103515625";"54.1995964050293";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""09:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Olsztyn 19";"Generała Józefa Hallera 2";"10-694";"Olsztyn";"20.479324340820312";"53.73973846435547";"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""19:00""}]";
"PACZKOMAT";"Paczkomat RZE05A";"Strażacka 27E";"35-312";"Rzeszów";"22.01473";"50.00176";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Biedronka"
"PACZKOMAT";"Paczkomat LES01G";"17 Stycznia 25";"64-100";"Leszno";"16.58118";"51.83763";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie POLOmarket"
"PACZKOMAT";"Paczkomat MLW02A";"Dworcowa 5";"06-501";"Mława";"20.34931";"53.12754";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Dworzec PKP Mława"
"POCZTA_POLSKA";"FUP Rypin 1";"59";"87-337";"Wąpielsk";"19.27816390991211";"53.13901901245117";"[{""day"":""MONDAY"",""from"":""07:15"",""to"":""14:15""},{""day"":""TUESDAY"",""from"":""07:15"",""to"":""14:15""},{""day"":""WEDNESDAY"",""from"":""07:15"",""to"":""14:15""},{""day"":""THURSDAY"",""from"":""07:15"",""to"":""14:15""},{""day"":""FRIDAY"",""from"":""13:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat SOB01A";"Kościuszki 32";"08-460";"Sobolew";"21.66925";"51.73963";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Top Market"
"POCZTA_POLSKA";"UP Oborniki k. Poznania 1";"Marszałka Józefa Piłsudskiego 30";"64-600";"Oborniki";"16.811613082885742";"52.648597717285156";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Nowy Wiśnicz";"Rynek 6";"32-720";"Nowy Wiśnicz";"20.46179962158203";"49.91460037231445";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""17:30""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""17:30""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""17:30""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""17:30""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Nowy Tomyśl";"Marszałka Józefa Piłsudskiego 5";"64-300";"Nowy Tomyśl";"16.13211441040039";"52.315616607666016";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Krzyż Wielkopolski";"Jana Pawła II 3";"64-761";"Krzyż Wielkopolski";"16.012977600097656";"52.87907409667969";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""12:00""},{""day"":""WORKING"",""from"":""09:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Krzywiń";"Rynek 8";"64-010";"Krzywiń";"16.818092346191406";"51.96185302734375";"[{""day"":""MONDAY"",""from"":""10:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""17:00""}]";
"PACZKOMAT";"Paczkomat ALL01A";"Piłsudskiego 2/4";"95-070";"Aleksandrów Łódzki";"19.31632";"51.81305";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie POLOmarket"
"PACZKOMAT";"Paczkomat SOB01A";"Kościuszki 32";"08-460";"Sobolew";"21.66925";"51.73963";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Top Market"
"POCZTA_POLSKA";"UP Kraków 60";"Osiedle Na Stoku 1";"31-705";"Kraków";"20.057558059692383";"50.09415817260742";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Kraków 49";"Aleja Pokoju 33";"31-557";"Kraków";"19.97583770751953";"50.058685302734375";"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Kraków 45";"Senatorska 26";"30-104";"Kraków";"19.917516708374023";"50.05354309082031";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:30""},{""day"":""WORKING"",""from"":""07:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat LEG190";"Wrocławska 101";"59-200";"Legnica";"16.17985";"51.20987";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Stacja gazowa"
"POCZTA_POLSKA_ORLEN";"Stacja PKN Orlen 0339";"Ostrobramska 124";"04-193";"Warszawa";"21.087400436401367";"52.236549377441406";"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""},{""day"":""HOLIDAY"",""from"":""00:00"",""to"":""23:59""}]";
"POCZTA_POLSKA";"UP Wolbrom";"Marszałka Józefa Piłsudskiego 57A";"32-340";"Wolbrom";"19.762248992919922";"50.38097381591797";"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Wolin";"Zamkowa 22";"72-510";"Wolin";"14.616244316101074";"53.8444938659668";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Wołów";"Wojska Polskiego 36";"56-100";"Wołów";"16.64111328125";"51.334381103515625";"[{""day"":""MONDAY"",""from"":""08:30"",""to"":""18:30""},{""day"":""TUESDAY"",""from"":""08:30"",""to"":""18:30""},{""day"":""WEDNESDAY"",""from"":""08:30"",""to"":""18:30""},{""day"":""THURSDAY"",""from"":""08:30"",""to"":""18:30""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:30""}]";
"POCZTA_POLSKA";"UP Wręczyca";"Szkolna 3";"42-130";"Wręczyca Wielka";"18.91802978515625";"50.84370040893555";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""15:30""}]";
"POCZTA_POLSKA";"UP Poznań 54";"Osiedle Czecha 73/74";"61-280";"Poznań";"16.977251052856445";"52.386024475097656";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Poznań 50";"Osiedle Przyjaźni 115";"61-640";"Poznań";"16.93319320678711";"52.434024810791016";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat PNT298";"Nałęczowska 10";"24-320";"Poniatowa";"22.06659";"51.19206";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Stokrotka"
"PACZKOMAT";"Paczkomat LEZ02A";"Kopernika 5A";"37-300";"Leżajsk";"22.41682";"50.26103";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy Galerii Pilawa"
